reminder,reply,intent,dpd,amount,loan,tone,region,ptp_date,ptp_amount,dispute_type,excuse_type,cibil_mentioned,legal_mentioned
"Arre Arjun ji, ₹15000 EMI pending hai. 62 din ho gaye. Late fees bhi lag gayi hai. Aapko to pata hai RBI ke rules. Settlement option hai humare paas.",Mujhe nahi pata ki aap itna preshan kyu ho rahe ho,refusal,62,15000,business loan EMI,angry,mumbai,,,,evasion,False,False
"Hi Rohan bhai, aapka ₹25000 personal loan EMI 82 din se overdue hai. Late fees ₹1500 lag chuke hain. Aap CIBIL score par asar pad sakta hai. Turant UPI se payment kar dein: rzp.io/pay 🙏","Yaar, main turant payment kar dunga. Abhi office mein busy tha, shaam ko pakk kar dunga. Sorry for delay 🙏",promise_to_pay,82,25000,personal loan EMI,polite,delhi,shaam ko,,,busy,True,False
"Sir, ₹11000 EMI pending hai. CIBIL score bhi impact hoga. Kab tak payment kar rahe hain?","enti, 5500 abhi bhejta hun, baaki next month pakka",partial_payment,77,11000,credit line EMI,evasive,hyderabad,,5500,,temporary financial difficulty,True,False
"Sunita ji, ₹15000 ka EMI clear karein please, CIBIL score par asar padega, late fees bhi lagech hai","Sorry, main thoda stressed hun, thoda time do re, main apne finance manage kar raha hun",refusal,21,15000,mobile loan EMI,worried,mumbai,,,,financial issues,True,False
"Nako, ₹12000 EMI bahut overdue hai, CIBIL score bhi kharab ho raha hai. Turant contact karein","Yaar thoda aur time do, next week UPI se payment kar dunga",needs_more_time,72,12000,BNPL payment,cooperative,delhi,next week,,,business_problem,True,False
"Arre hi, ₹12000 ka EMI 3 din ho gaye overdue. Nako thoda late fees lagech. UPI se kar dein: rzp.io/pay","re bhai kal pakka kar dunga, aaj thoda busy tha 🙏",promise_to_pay,3,12000,BNPL payment,polite,mumbai,tomorrow,12000,,busy,False,False
"Karan ji, ₹1500 ka payment 45 din ho gaye, aapko legal notice mil sakta hai. Kay aapko settlement chahiye?","😞 Sorry re, main thoda parivarik samasya se guzar raha tha, ab kal karunga",refusal,45,1500,BNPL payment,worried,mumbai,,,,family issues,False,True
"Meena ji, ₹25000 pending hai, UPI karke ₹12500 abhi de sakte hain?"," ₹5000 abhi de sakte hain, baaki 2 hafte mein. Please UPI ID bhej dena.",partial_payment,82,25000,business loan EMI,cooperative,mumbai,in 2 weeks,5000,,temporary financial difficulty,False,False
"Ramesh ji, ₹7200 ka bike loan EMI 79 din se due hai. Sun, aapko late fees bhi dena padega.","Yeh ₹7200 galat hai, mera loan ₹6000 ka tha, aapne extra charges kyun lagaye?",dispute,79,7200,bike loan EMI,angry,delhi,,,incorrect amount,none,False,False
Ramesh ji ₹2500 EMI 21 din late. Late fees lagu hoga. Settlement ke liye call back karein 📞,"enti boss, salary aane wala hai, monday tak pakk payment kar dunga 🙏",promise_to_pay,21,2500,BNPL payment,cooperative,hyderabad,monday,2500,,salary_pending,False,False
"Arre Rajesh ji ₹15000 pending hai, aapka EMI 34 din se overdue hai. Nako payment karein to humein aapke against legal action lena padega.","Kya karu re, abhi thoda time de do. Kay karna ho karo, par paisa nai hai abhi.",refusal,34,15000,mobile loan EMI,polite-firm,mumbai,,,,lack of funds,False,True
"Suresh ji, ₹7500 bike loan EMI 11 din se overdue hai. CIBIL score par bhi asar padega. Aaj payment karein.","boss, main try kar raha hoon. 10 din aur do, definitely kar dunga 🤞",needs_more_time,11,7500,bike loan EMI,polite,hyderabad,,,,,True,False
"Boss ₹5700 EMI due hai. Enti payment karo, nahi to settlement karna padega","Mujhe paise nahi hain, settlement karna padega ✅",dispute,14,5700,business loan EMI,resigned,hyderabad,,,financial difficulty,cash flow problem,False,True
"Sachin ji, ₹18000 EMI bahut late ho gaya hai. Late fees ₹500 lag gayi hai. UPI se payment karein.","Bhai sun, abhi mummy hospital mein hain, 10 din mein double karenge, turant ₹2000 bhejta hoon 🙏",needs_more_time,75,18000,business loan EMI,desperate,delhi,10 din mein,18000,,family emergency,False,False
"Sir ₹10000 EMI pending hai, settlement option available hai. Aap kitna abhi pay kar sakte ho?","boss 4000 abhi de sakta hun, baaki 15 tarikh ko, definitely, UPI se payment kar dunga",partial_payment,3,10000,credit line EMI,cooperative,hyderabad,15,6000,,,False,False
Anil ji aapka ₹18000 ka EMI 64 din se pending hai. Bol lo kitne din mein pay karenge?,"Haan bhai, kal tak kar deta hun. Sorry yaar, kuchh zyada ho gaya.",refusal,64,18000,business loan EMI,resigned,delhi,,,,temporary financial difficulty,False,False
"Rahul ji, ₹9000 bike loan EMI pending hai, 15 days ho gaye hain. Late fees lagu hoga, settlement nahi hoga.","Abhi ₹3000 bhej dunga, baaki 5 hafte mein karenge.",partial_payment,15,9000,bike loan EMI,evasive,hyderabad,,3000,,vague timelines,False,False
"Amit ji, ₹22000 EMI 12 din overdue. CIBIL affect hoga, settlement ke liye call karein. UPI link: rzp.io/pay","bhai thoda intezar karo, salary aane wali hai usse pehle kar denge 🙏🙏",promise_to_pay,12,22000,mobile loan EMI,cooperative,mumbai,usse pehle,22000,,salary,True,False
"Rohan bhai, ₹3200 bike loan EMI 2 din ho gaye overdue. Late fees lag raha hai. Turant UPI se payment karein: rzp.io/pay 🙏","Yaar kal pakka kar dunga, aaj ghar mein kuch kaam tha 🙏",promise_to_pay,2,3200,bike loan EMI,polite,delhi,kal,3200,,personal,False,False
"Anna ₹4500 EMI miss ho gayi, 37 days se due hai. Payment karein, nahi toh late fees lag jayega.","Maine UPI kar diya tha, aapke system mein kuch problem hai, check karo na",dispute,37,4500,mobile loan EMI,polite,hyderabad,,,payment made,system issue,False,False
"Arjun ji, ₹20000 ka personal loan EMI aapka due ho gaya hai, aapka CIBIL score bhi kharab ho jayega 📊","Nahi, main abhi nahi kar sakta, kuchh time chahiye 🤕 🙏",refusal,11,20000,personal loan EMI,polite,mumbai,,,,financial difficulty,True,False
"₹9000 ki EMI 26 din se overdue hai, enti CIBIL score ko thoda nuksan ho raha hai, kindly clear karein.","UPI se payment kar diya tha, aapke system mein delay ho raha hai, okay ra, check karo.",dispute,26,9000,personal loan EMI,polite,hyderabad,,,payment not updated,system issue,True,False
"Boss, ₹2200 EMI pending hai. Aapne 6 din ho gaye hain, late fees lag raha hai. UPI se abhi payment karein?","Anna, sorry 🤦‍♂️ ₹4000 abhi bhejta hun, baaki 10 tarikh ko zaroor karenge",partial_payment,6,2200,credit line EMI,polite,hyderabad,10,2200,,temporary cash flow problem,False,False
"Vikas ji ₹5000 EMI due hai. Sun, payment karein ya late fees bhi dena padega.","Yaar main kal payment kar dunga, sorry for delay 🙏",dispute,9,5000,mobile loan EMI,worried,delhi,tomorrow,5000,,personal_issue,False,False
"Sachin ji, ₹6000 ka EMI 14 din ho gaye. Settlement karein. Late fees lagech hai.","Yaar, abhi paisa nahi h. 5 din bad doonga, sorry 🙏",needs_more_time,14,6000,mobile loan EMI,polite,hyderabad,5 days,6000,,personal_issue,False,False
"Sir ₹12000 Baki hai, 44 days ho gaye hain overdue. Legal notice bhejna padega. Please EMI clear karein.","Kya Anna, itna jaldi kaise karunga, kuch time do. 🙏🙏",refusal,44,12000,mobile loan EMI,worried,hyderabad,,,,,False,True
Sir ₹1200 ki EMI 82 din se pending hai. Late fees ₹300 ho gaye. Transaction Reference: 123456. Settlement offer: ₹200 kam kar sakte hain. Abhi karein: rzp.io/pay,"₹1000 abhi transfer karta hoon, ₹200 thoda time lagega 😔",promise_to_pay,82,1200,BNPL payment,cooperative,bangalore,today,1000,,,False,False
"Amit sir, ₹7200 bike loan EMI due hai, late fees bhi lagega, aap jaldi se payment karein.","yeh amount sahi nhi hai sir, mera loan 6500 ka tha, extra charges kyun le rahe hain?",dispute,7,7200,bike loan EMI,cooperative,bangalore,,,incorrect amount,billing error,False,False
"Yaar, ₹11000 EMI bohot din se due hai. Settlement offer hai. UPI se ₹8000 turant kar dein: rzp.io/pay","bhai thoda time do, agle hafte kar dunga 🙏",promise_to_pay,88,11000,personal loan EMI,resigned,delhi,agle hafte,8000,,time constraint,False,True
"Arre, Priyank ji, ₹18000 EMI 20 din ho gaye. Aaj tak kuch nahi aaya. Settlement karne ki zarurat padegi. UPI: rzp.io/pay","Nako bhai, paisa nai hai. Kuchh time do, tab kar dunga 🙏",promise_to_pay,20,18000,BNPL payment,resigned,bangalore,,,,financial constraint,False,True
Rohan ji ₹4500 bike loan EMI 45 din se pending hai. Late fees ₹1200 lag gayi hai. UPI maadtini ₹9650 settle karein.,"sir, abhi thoda time de do, illa 15 din mein double EMI kar dunga, CIBIL toh kharab nahi karna please 🤞",needs_more_time,45,4500,bike loan EMI,desperate,bangalore,15 days,4500,,personal,True,False
Amit ji ₹15000 pending hai. Late fees ₹1000 lag chuke hain. Turant payment karein.,Bhai ₹5000 abhi bhejta hun baaki ₹10500 2 hafte mein pakka,partial_payment,79,16000,credit line EMI,angry,delhi,2 hafte,10500,,,False,False
Rohan ji ₹12000 EMI 30 din ho gaye. Late fees ₹500 lagech hai. UPI se jaldi karein: rzp.io/pay,nako bhai thoda patient ho. kal office se baat karke batata hoon,promise_to_pay,30,12000,credit line EMI,evasive,mumbai,,,,office,False,False
"Amit ji, aapka ₹12000 EMI 69 din se pending hai. Abhi UPI se kar dein: rzp.io/pay. Hum aapko ek bar aur reminder denge, phir humein legal action lena padega.",Kaun sa loan? Maine to sab payment kar diye hain.,promise_to_pay,69,12000,business loan EMI,evasive,hyderabad,,,payment already made,,False,True
"Pramod ji ₹28000 bike loan EMI pending hai, 60 days se overdue hai. Legal action lena padega, agar aap payment nahi karte. Aapko UPI se payment karna hai?","boss, legal action mat karo, main try karta hun, ₹10000 abhi doonga, baaki thoda time do 🙏🙏",refusal,60,28000,bike loan EMI,desperate,hyderabad,,10000,,,False,True
"Ravi ji ₹15000 pending hai, CIBIL score kharab ho sakta hai, kay kar rahe hain?","Bhai ₹5000 abhi bhejta hun, baaki 2 hafte mein pakka, thoda samay dijiye",partial_payment,55,15000,business loan EMI,worried,mumbai,,5000,,temporary financial difficulties,True,False
"Saurabh ji, ₹6800 EMI due hai 6 din ho gaye. Payment link bhejta hoon, jaldi kar sakte hain?","re, sir maine 4 din pehle payment kar diya tha, aap system check karo na. 👎",dispute,6,6800,personal loan EMI,angry,mumbai,,,payment not updated,technical issue,False,False
"Saurabh ji ₹2200 business loan EMI 6 din se overdue hai. Bol payment kab karoge, late fees lag rahi hai.","yaar kal tak kar dunga, sorry 🙏",needs_more_time,6,2200,business loan EMI,worried,delhi,tomorrow,2200,,personal problems,False,False
"Boss ₹7200 bike loan EMI miss ho gayi hai, 79 days overdue hai. Payment karein?","Boss yeh amount thoda zyada ho gaya hai, settlement kuch mil sakta hai? ₹5000 abhi de sakta hoon",dispute,79,7200,bike loan EMI,desperate,hyderabad,today,5000,amount,financial difficulties,False,False
Anna ₹22000 bike loan EMI ke 90 days ho gaye. Settlement offer: ₹20000 ek bar mein de do. CIBIL score improve hoga.,"Nahi anna, main nhi de sakta",refusal,90,22000,bike loan EMI,desperate,hyderabad,,,,financial difficulty,True,False
"Rahul ji ₹25000 ka EMI 25 din se overdue hai, CIBIL score impact ho raha hai. Pakka settle karein yaar.","Bhai, abhi thoda time do, turant nahi ho payega 🤕",refusal,25,25000,business loan EMI,worried,delhi,,,,financial difficulties,True,False
"Sir, aapka ₹15000 mobile loan EMI 17 days overdue hai. CIBIL score par impact padega. UPI maadtini ₹15000 pay karein.","illa sir, abhi nahi kar sakta, ek hafte mein try karta hun 🤞 🙏",refusal,17,15000,mobile loan EMI,polite,bangalore,next week,,,temporary financial difficulty,True,False
"Rahul ji, aapka bike loan EMI ₹4200 ka 55 days overdue hai. UPI maadtini, bekku: rzp.io/pay 🙏","haan sir, aaj office mein busy tha, monday ko zarur kardunga",promise_to_pay,55,4200,bike loan EMI,polite,bangalore,monday,4200,,busy,False,False
"Amit ji ₹7200 ka EMI pending hai, re 29 din ho gaye. CIBIL score par asar padega, plz settle karein.","Abhi thoda time do sir, kal tak payment kar deta hoon.",dispute,29,7200,personal loan EMI,worried,mumbai,tomorrow,7200,,lack of funds,True,False
"Priya ji, ₹12000 EMI 77 din se pending hai. UPI se payment kar sakti hain. Settlement offer bhi hai, lekin aapko full payment karna hoga.","Arre bhi, abhi 6000 bhej sakti hun, baaki 15 tarikh ko bhejungi, thoda settlement kar lo 😊",partial_payment,77,12000,personal loan EMI,cooperative,mumbai,15,6000,,temporary financial difficulty,False,False
"Arre, ₹9000 ka EMI 22 din se pending hai. Aapka CIBIL score thoda kam ho jayega agar aap settle nahi karte. Turant contact karein.","Bhai, paisa nahi hai. Business mein loss ho raha hai. Next quarter zarur kar dunga.",needs_more_time,22,9000,BNPL payment,resigned,mumbai,next quarter,9000,,business_loss,True,False
"Arre ₹18000 ka EMI bohot late ho gaya hai, 47 din ho gaye. Late fees lag rahi hai, aaj settle karein.","Nako re, thoda time do, mera business thoda slow chal raha hai. Ek hafte mein payment kar duga",needs_more_time,47,18000,personal loan EMI,polite,mumbai,1 week,18000,,business slow,False,False
Anna ₹12000 EMI overdue. UPI se payment karein. CIBIL score impact ho sakta hai.,Bhai ₹6000 abhi bhejta hun. Baaki 10 din mein pakka. Sorry boss.,partial_payment,22,12000,mobile loan EMI,desperate,hyderabad,10,6000,,financial constraint,True,False
"Re, ₹12000 bike loan EMI 47 din se overdue hai. UPI se thoda payment kar de, aapko CIBIL score bhi theek rahega.","yaar, abhi paisa nahi hai, next month 10 din mein double kar dunga, bas thoda time do 🙏",needs_more_time,47,12000,bike loan EMI,cooperative,mumbai,10,24000,,financial_problem,True,False
"Nako Rohan ji, aapka ₹4200 EMI due hai. Late fees ₹1200 lag gaye hain. Aap kab tak payment karenge?",yeh late fees itne zyada kyun hain? maine 2 mahine pehle UPI kar diya tha,dispute,61,4200,mobile loan EMI,angry,mumbai,,,incorrect charges,none,False,False
Enti ₹22000 ki EMI 55 din se pending hai. UPI se jaldi se payment karein.,"Sorry anna, ₹11000 abhi bhejta hun baaki 20 tarikh ko 🤞",partial_payment,55,22000,mobile loan EMI,worried,hyderabad,20,11000,,,False,False
"Sunita ji, ₹11000 clear karein please. Late fees bhi lag gaye hain. Aapka CIBIL score bhi affect hoga","Kay karu re, nahi kar sakta abhi. Court mein milte hain",refusal,89,11000,personal loan EMI,angry,mumbai,,,,hostile,True,True
"Anil ji, ₹5000 ka EMI due hai. Late fees ₹500 bhi lag gayi hai. Aapko ek baar payment karein.","Sir, maine 2 din pehle ₹3000 pay kiya tha. Abhi ₹2000 aur de deta hoon. Pehle ₹500 late fees maaf karein. 👍",dispute,35,5000,business loan EMI,desperate,bangalore,today,2000,partial payment,insufficient funds,False,False
"Aapka ₹5600 ka loan 35 din se overdue hai, aapne payment kab tak kar rahe hain?","yeh amount galat hai, mera loan 5000 ka tha, extra charges kyun? 😢",dispute,35,5600,BNPL payment,angry,mumbai,,,incorrect amount,,False,False
"Suresh ji ₹22000 ka bakiya amount clear karein. 40 din se pending hai, CIBIL score par asar pad raha hai. UPI se payment karein, ya humein call back karein.","Yaar, main kya karun? Paise nai hai. Court mein jaake karwa lo. 😠",refusal,40,22000,business loan EMI,angry,kolkata,,,,financial,True,False
"Sir ₹22000 EMI pending hai, settlement ke liye kya aap ready hain? Aapko better terms mil sakte hain.","Bhai ₹11000 abhi bhejta hun, baaki 12 din mein pakka, settlement ke bare mein details batao",partial_payment,36,22000,mobile loan EMI,cooperative,hyderabad,12,11000,,interested in settlement,False,False
"Rahul ji, ₹15000 ka EMI 61 days se pending hai. UPI se ₹5000 abhi bhej do, baaki ₹10000 kal bhejne ki koshish karo.","Yaar, maine ₹10000 bheja hai, ₹5000 kal bhejne ki koshish karta hun.",partial_payment,61,15000,mobile loan EMI,polite,delhi,tomorrow,5000,,temporary financial difficulties,False,False
"Yaar, ₹8500 EMI miss ho gayi. Turant payment karein, CIBIL score par asar padega.","Sorry bhai, ₹8500 extra hai. Maine ₹8000 UPI se bheja tha, aap check karke batayein.",dispute,16,8500,bike loan EMI,cooperative,delhi,today,8000,incorrect amount,technical issue,True,False
"Anna ₹25000 ka EMI 54 days overdue hai. Please settle karein, CIBIL score kharab hoga. UPI se payment karein. Pehle hi ₹1000 late fees lag chuka hai.","abhi nahi kar sakta boss, kuch din aur dein 🤕",refusal,54,25000,personal loan EMI,polite,hyderabad,,,,financial difficulties,True,False
"Kay re Suresh ji, ₹10000 ka EMI 36 days se pending hai. Late fees ke sath ₹11000 ho gaya hai. Abhi ₹5000 bhejne ka kripaya karein, nahi to legal notice jayega.","Bhai ₹5000 abhi bhej raha hun, baaki 2 hafte mein bhejunga. Please legal notice mat bhejo.",partial_payment,36,10000,personal loan EMI,angry,pune,14,5000,,procrastination,False,True
"₹12000 ka EMI bahut overdue hai. Kay aapko pata hai, yeh aapke CIBIL score ko affect karega? Settlement offer hai, aaj hi clear karein.","Yaar, business mein problem chal raha hai. Main next month double kar dunga. Aapko EMI milega, bas thoda time do.",needs_more_time,88,12000,mobile loan EMI,desperate,mumbai,1 month,24000,,business problem,True,False
Anna ₹9200 ki mobile loan EMI pending hai. Court case banane ki taiyari hai. Aaj settle karein to aapke liye better rahega.,"boss 5 din aur do please, mummy hospital mein hain 🙏🙏",needs_more_time,56,9200,mobile loan EMI,desperate,hyderabad,,,,medical emergency,False,True
Saurabh ji ₹12000 ki EMI pending hai 64 din se. UPI se pay karein aur late fees se bach jayenge. Nahi to legal action lena padega.,"Kya bol rahe ho, bhaii? Maine to kal hi pay kiya tha.",refusal,64,12000,business loan EMI,evasive,delhi,,,payment already made,denial,False,True
"Yaar, ₹5700 ka EMI 80 din se due hai. Turant payment karein, nahi to legal action lena padega.","Sorry bhai, maine paise nahi hain, 15 din mein payment kar dunga.",dispute,80,5700,personal loan EMI,worried,delhi,15 din,5700,,financial issue,False,True
